,x_start,y_start,x_end,y_end,average-velocity,20-perc-velocity,50-perc-velocity,80-perc-velocity,median-velocity-last5,median-velocity-last3,mid-stroke-area-covered,mid-stroke-pressure,mean-resultant-length,direct-end-to-end-distance,length-of-trajectory,ratio-end-to-end-dist-and-length-of-trajectory,stroke-duration,max-perp-distance,direction-of-end-to-end-line,average-direction,20-perc-accel,50-perc-accel,80-perc-accel,median-accel-first5,20-perc-perp-distance,50-perc-perp-distance,80-perc-perp-distance
rmi,0.953702341705,0.974133085661,0.976762951706,1.1467424761,1.00567964921,0.862744446386,0.937107744272,0.94605558679,0.946673005004,0.838807933575,0.566037550338,0.566955986749,0.925284199543,1.1219618445,1.12851493947,0.844774490887,1.04452968027,0.958061844289,1.09322975229,0.925279033281,0.962300644137,0.940368259246,0.841511760527,1.02763963191,0.968401852289,0.985916215409,0.97761687595
anova_f,12.1750249277,163.422097846,37.1575308839,182.542260883,93.583360275,44.9776429516,69.0125815513,73.3924263626,78.4365698677,34.0143017511,150.914663238,150.914663238,6.25525930024,182.48003901,55.0640473203,13.6518454553,17.3646078971,6.14577279498,19.7827364887,6.25525930024,55.678907161,77.353183153,42.3118393519,98.4160293273,6.141022193,6.13974026565,6.15170208438
rfc_imp,0.0432972845598,0.0517128343053,0.0518384154411,0.0535238330829,0.0390231893248,0.0288059029308,0.0326045728082,0.0324556444371,0.0349136797301,0.0304470599746,0.0433229360442,0.0458505544022,0.0325643393154,0.0397152830647,0.0386095862391,0.0319883758345,0.0466419825781,0.0263478765048,0.0455980638702,0.0334467147723,0.0344096288665,0.0356037636062,0.0292367508098,0.0378677790374,0.0277167468226,0.0263282508984,0.026128950739
