x_start,y_start,x_end,y_end,average-velocity,20-perc-velocity,50-perc-velocity,80-perc-velocity,median-velocity-last5,median-velocity-last3,mid-stroke-area-covered,mid-stroke-pressure,mean-resultant-length,direct-end-to-end-distance,length-of-trajectory,ratio-end-to-end-dist-and-length-of-trajectory,stroke-duration,max-perp-distance,direction-of-end-to-end-line,average-direction,20-perc-accel,50-perc-accel,80-perc-accel,median-accel-first5,20-perc-perp-distance,50-perc-perp-distance,80-perc-perp-distance
603.1623,616.5184,312.5659,717.4395,2000.93048807,421.975039043,1377.31135435,2926.12269042,2705.41256674,1377.31135435,0.20000002,0.20000002,61.0747680298,307.622067021,315.061897663,0.976386130163,0.18499994278,31.1492403609,160.848418828,61.0747680298,-253942.793491,-169417.443162,-24639.2093688,-24639.2093688,7.73048867975,15.7678619667,24.3955546966
198.724,809.3677,414.53827,714.3199,1120.10335121,272.093235632,924.90974802,1920.59284466,1606.50590811,787.678181286,0.1764706,0.1764706,37.272715103,235.817479039,243.283845293,0.969310061487,0.205000162125,2088.40429238,-23.7694032037,-37.272715103,-122816.092247,-93712.8920106,-15378.0555125,-15378.0555125,1861.05748719,1969.96892946,2079.68602492
291.595,665.4801,606.6574,616.0187,974.280723324,80.1986424199,1218.69355981,1580.46821118,1391.71589908,1391.71589908,0.19215688,0.19215688,30.463023261,318.921222222,327.251947643,0.974543389334,0.327999830246,778.679116881,-8.92199919819,-30.463023261,-113144.084999,-60330.2243674,-4621.2296528,-4516.16682467,733.265843549,766.076360397,777.74828977
93.86963,796.3778,363.49515,666.4793,1481.09868662,107.062214456,572.641316022,3560.18394049,3560.18394049,3469.77988958,0.20392159,0.20392159,62.6490873953,299.285050307,319.828124059,0.935768394939,0.22300028801,1862.24266435,-25.7235468649,-62.6490873953,-231509.631436,-21959.0769516,-5998.32247955,-5998.32247955,1615.79960703,1830.92800714,1859.6752546
274.6186,632.50586,633.12067,612.5215,2070.39670552,685.868953261,1774.299042,2803.97587568,2803.97587568,1697.98634558,0.20784315,0.20784315,12.3710229347,359.058642618,373.690772514,0.960844283639,0.165000200272,629.310629499,-3.19059714065,12.3710229347,-243266.507997,-110493.262487,-38615.8878055,-38615.8878055,611.939675811,623.072268196,628.681197664
647.10126,622.5137,235.17337,705.4489,1591.26276841,394.397403031,2411.12205971,2492.48613327,2411.12205971,1060.16103302,0.21960786,0.21960786,125.230768824,420.193805236,424.340151278,0.990228720922,0.257999897003,61.6319273804,168.616578829,125.230768824,-153269.605669,-140247.477471,-24488.3497416,-9390.57278303,41.2792072123,49.8987165726,57.8356194677
87.87795,786.3856,446.87933,695.95624,1270.00706331,75.3188808392,749.978417151,2171.28877983,1678.8414326,749.978417151,0.19607845,0.19607845,18.1525595257,370.215423763,377.874815919,0.97973034499,0.282999992371,1480.91256434,-14.1381925342,-18.1525595257,-134524.824166,-103103.018168,-4361.27149347,-4287.33143578,1326.77367674,1408.12036315,1478.98134752
192.73232,667.4785,562.2191,571.55347,1305.65621153,78.7808383353,1377.07420757,2337.43919935,1917.62826894,2041.0209595,0.20000002,0.20000002,34.4569332133,381.735631,391.228421451,0.975735938572,0.289000272751,829.16942048,-14.5536566881,-34.4569332133,-146743.438485,-94090.9714172,-4845.22882682,-4547.29664266,731.127503584,777.685489469,828.230774397
28.959778,801.3739,641.4258,632.50586,1301.48490858,86.0104506948,984.929818439,1995.0520581,1995.0520581,1176.9226149,0.20392159,0.20392159,46.2778192984,635.31963848,692.464706054,0.917475840899,0.526000022888,973.490784733,-15.4145018317,-46.2778192984,-132545.303837,-40246.1477398,-4983.9493288,-4983.9493288,807.608606093,954.228352909,971.802514608
298.5853,643.49725,657.0874,634.5043,1654.4743435,443.208227786,1578.92989692,2378.44818546,1401.13263605,205.340195828,0.21176472,0.21176472,2.45431393378,358.614875394,359.358958917,0.997929414297,0.204999923706,618.686892786,-1.43695126567,-2.45431393378,-186273.468007,-108268.130681,-57552.9011401,-57552.9011401,610.310939498,614.992033899,617.532812195
623.1345,652.49023,307.5728,698.45435,1211.41100634,339.570268301,1095.62887066,2121.97912754,781.425419017,51.4982076869,0.18823531,0.18823531,158.978645217,318.891653754,321.804215597,0.99094927381,0.243999958038,64.2965630318,171.712685909,158.978645217,-129830.08609,-63667.4835291,-27375.8286439,-20744.2171763,58.5576865081,61.045093643,63.0406966585
580.1942,618.5168,266.54388,690.8508,1616.44973769,346.848893975,1628.974915,2623.66976678,1628.974915,1628.974915,0.19607845,0.19607845,168.361580475,321.883101129,326.437321164,0.986048715205,0.198999881744,82.2509748889,167.013507831,168.361580475,-206032.561031,-87998.0401431,-19612.8399738,-19612.8399738,57.7834788648,70.3127320838,72.1213905075
617.1429,663.4816,238.0928,722.81586,1912.82459958,349.36554199,2329.79314483,3477.61242085,2964.20084707,2329.79314483,0.19607845,0.19607845,133.829702788,383.665912898,385.755720428,0.994582562436,0.196000099182,87.3008160636,171.103452665,133.829702788,-217713.799867,-65563.2821616,-20044.1577671,-20044.1577671,73.9861215662,75.5315285203,83.199261137
204.71568,736.4247,624.1332,634.5043,1659.69405319,411.28664819,1816.31263944,2615.83555676,1657.39539069,1462.26351782,0.18823531,0.18823531,18.9642044892,431.623474824,440.485073079,0.979882182629,0.259000062943,906.452553283,-13.6583987084,-18.9642044892,-174846.936416,-104304.603198,-22377.4159186,-4806.09236659,797.028798707,835.785829364,893.539004299
206.7129,730.4293,565.21497,662.4824,1138.86793607,96.8395341856,1332.27794715,1932.20892316,1605.12419799,1605.12419799,0.20000002,0.20000002,31.4281790303,364.884249337,378.943274591,0.962899393664,0.325999975204,1046.90318275,-10.731974512,-31.4281790303,-112748.16459,-70358.4657182,-5468.88873651,-4576.50242266,971.565092631,1019.64982481,1044.46199039
254.64633,697.45514,631.1235,605.5269,1345.2692574,238.604968807,1187.01583144,2169.93170619,2027.77901769,452.863499515,0.20392159,0.20392159,27.5708165011,387.538205653,405.080012763,0.956695451374,0.290999650955,795.782507005,-13.7219765977,-27.5708165011,-166436.619785,-102065.564431,-14834.5161124,-12930.2605413,701.278165634,740.181769424,792.125474518
178.75174,728.4309,651.0957,637.50195,1347.41825146,113.931145861,1172.39086192,2369.81999485,1728.68619952,257.913752898,0.21960786,0.21960786,29.2481796993,481.016517904,493.377548343,0.974946102675,0.355000019073,831.149563836,-10.8964723603,-29.2481796993,-153708.254323,-85583.0140628,-6877.5463733,-4203.26048497,742.630274835,778.349031565,830.260173718
125.82525,704.44965,634.11926,614.5199,1399.27284604,80.9785425666,894.555881122,2674.20200328,894.555881122,242.920182423,0.20784315,0.20784315,26.5194169606,516.188105769,534.985576,0.964863594319,0.361999750137,789.101508138,-10.0332090624,-26.5194169606,-159214.336521,-96703.3626615,-4691.40414574,-4564.98294406,697.750971126,744.501020089,788.543415665
113.84189,687.4629,667.07355,616.5184,1209.97553493,97.6391568781,1065.19145061,1701.57362319,856.824923352,60.1594792715,0.21568629,0.21568629,15.6917860493,557.761948959,581.456693903,0.959249338441,0.458000183105,706.772834353,-7.30752877007,-15.6917860493,-107044.334868,-67891.3857337,-6604.72965602,-4483.25352215,648.906136299,669.88234487,706.254755311
315.56174,642.49805,677.05963,620.5152,1338.48177097,604.010668056,1420.15588508,2093.20825799,604.010668056,65.876907106,0.20784315,0.20784315,7.59672956219,362.165666745,372.193181801,0.973058305346,0.248000144958,577.475772636,-3.47989700778,7.59672956219,-121711.758638,-82690.7711484,-65881.6821608,-82736.5357283,560.614547207,570.029398459,575.25177233
