x_start,y_start,x_end,y_end,average-velocity,20-perc-velocity,50-perc-velocity,80-perc-velocity,median-velocity-last5,median-velocity-last3,mid-stroke-area-covered,mid-stroke-pressure,mean-resultant-length,direct-end-to-end-distance,length-of-trajectory,ratio-end-to-end-dist-and-length-of-trajectory,stroke-duration,max-perp-distance,direction-of-end-to-end-line,average-direction,20-perc-accel,50-perc-accel,80-perc-accel,median-accel-first5,20-perc-perp-distance,50-perc-perp-distance,80-perc-perp-distance
849.2137,1064.4456,344.04575,1165.9985,1256.86676944,847.317653726,998.720841261,1687.26893369,862.677840807,963.811950717,0.049999997,1.0,168.666895005,515.274343632,515.967531031,0.998656529031,0.427999734879,487.041661696,168.633444353,168.666895005,-107131.833955,-61343.2408863,-49782.0629551,-75430.4613668,458.220245821,472.281578641,479.817155118
1007.0675,1025.4658,508.52914,1123.4149,3520.39143487,3536.63985077,3994.37465161,4207.88274731,4105.56311156,3994.37465161,0.04,1.0,129.771474126,508.069407249,509.011825553,0.998148533577,0.163000106812,47.1927609845,168.884533626,129.771474126,-258298.425428,-245538.626707,-217124.849092,-217124.849092,40.6813007431,41.5021730401,45.3279552559
424.60684,1091.4315,794.05225,1037.18,2031.27972636,1221.03284432,2304.56600332,2749.47277049,2749.47277049,2863.14682264,0.06,1.0,9.66282615072,373.407466747,375.035034483,0.995660224815,0.264999866486,1943.76236203,-8.35393774716,-9.66282615072,-166081.534259,-150887.186309,-74629.3692005,-74629.3692005,1862.86411309,1889.29631581,1927.34866468
923.14526,1058.4487,565.7428,1121.1294,2999.35195417,715.948950772,3957.01386057,4680.57576927,3957.01386057,2809.63550957,0.04,1.0,111.437785018,362.857256461,364.406265273,0.995749225633,0.134999990463,425.588348664,170.052714947,111.437785018,-295196.760722,-260989.44362,-40712.4762598,-232510.893298,392.306928556,418.050519327,419.646297617
456.57724,1099.4274,918.14984,1040.4581,274.124686216,31.223141594,62.4026936647,279.584144407,2177.51817496,1016.97289635,0.06,1.0,8.26950884926,465.324234715,475.833037793,0.977914936033,2.28400015831,1514.77454727,-7.28051813348,-8.26950884926,-16698.413172,-3803.55596989,-926.599547073,-30036.9037731,1481.24433262,1485.21677184,1491.51283243
935.13416,1011.47314,603.4413,1064.4456,2014.01776698,1860.58886231,2241.82276345,2597.19565911,2533.93380964,1957.87133821,0.04,1.0,131.686562696,335.896166833,337.584235854,0.994999562061,0.199999809265,251.715321914,170.926296536,131.686562696,-159902.593806,-157655.519236,-114043.012694,-114043.012694,230.160850039,241.916102037,246.247734086
484.55133,985.4867,773.22406,983.1092,2448.83087046,597.968564229,3231.49609397,3658.01349028,3280.39638024,3658.01349028,0.04,1.0,1.69975082118,288.682520344,289.508899215,0.99714558387,0.118000030518,1707.54786686,-0.471875663186,-1.69975082118,-224790.965365,-186805.391134,-34833.4324164,-155488.62659,1701.60464439,1704.0556741,1705.93692429
872.19244,952.5039,523.8832,1046.4335,3076.87630781,588.006117835,3973.50943579,4471.85734425,3973.50943579,3437.83536013,0.049999997,1.0,165.309027289,360.752126017,360.84246784,0.99974963639,0.117999792099,232.959409293,164.907888648,165.309027289,-275029.043981,-266433.938368,-32144.8556229,-266433.938368,214.980135294,226.737275404,232.959409293
343.68176,1231.3586,704.34784,1172.3894,2720.55523824,765.705437542,3747.94622745,4279.4607834,3405.96522458,1016.63541892,0.06,1.0,7.85988101277,365.45504212,367.757415359,0.993739424026,0.149999856949,2965.95593016,-9.28574491276,-7.85988101277,-377411.273596,-263635.365877,-44108.5466349,-229531.317324,2847.69068119,2866.66526982,2933.6376315
874.19055,1109.4221,569.4727,1160.3956,3295.0926332,2029.46867662,2228.66078176,5480.75671142,4375.51973299,5480.75671142,0.03,1.0,99.5432591751,308.951882679,310.465849975,0.995123562554,0.15199971199,883.508633235,170.503435036,99.5432591751,-327239.393286,-267813.279214,0.0,-122466.015504,837.91696581,844.698138507,878.163484389
448.58466,1198.3759,742.6798,1166.5739,1689.13217913,1260.60359637,1755.17419176,2038.47822735,1698.57691124,2531.70486831,0.049999997,1.0,6.00414407499,295.809598518,296.104297361,0.999004746487,0.207999944687,3028.34202563,-6.17170232626,-6.00414407499,-125398.272409,-122998.212743,-76255.8602374,-101245.222654,2970.50080003,2983.3669609,3005.66895237
913.1545,1175.3878,450.40305,1210.5381,3237.41054921,1478.83310749,3693.50429177,5133.09133974,5133.09133974,3693.50429177,0.04,1.0,0.740855499105,464.084526856,467.558621676,0.992569712848,0.15700006485,684.020652206,175.656191271,-0.740855499105,-342467.147062,-233866.585809,-89616.3231178,-89616.3231178,640.875613287,657.259249721,673.253024262
385.6429,1219.3649,742.3127,1199.3752,2181.71103869,1874.8483585,2352.57375584,2713.00515684,2275.67341816,2667.8386081,0.06,1.0,3.05040247175,357.229526129,357.753895424,0.998534273695,0.200000047684,2840.25818285,-3.20780876323,-3.05040247175,-174116.976548,-165195.982623,-113173.38405,-144029.416998,2801.09783111,2809.88168909,2819.50402208
874.19055,1210.3696,505.53192,1297.3242,2884.17549329,858.197028448,3673.57147517,4505.52101267,3505.58595122,1538.60000969,0.049999997,1.0,118.082113054,378.774719239,380.136970188,0.996416420775,0.126999855042,1157.27723267,166.728353523,118.082113054,-387968.226066,-265684.285834,-46808.0176251,-225006.321398,1081.53108206,1146.76999458,1151.43169527
370.6568,1238.355,712.7028,1218.5002,1949.70532549,1331.94445571,2073.22548296,2794.68327679,2328.07271863,1994.43925674,0.049999997,1.0,3.74953692798,342.621772804,343.345154627,0.997893135191,0.174999952316,3136.16497769,-3.32212953807,-3.74953692798,-171735.434156,-129090.834201,-81754.6585508,-81754.6585508,3096.6953483,3100.18745923,3123.12760461
944.1258,1206.3717,556.48474,1256.3456,3180.32190505,1365.00328043,3727.33195903,5171.10828711,3727.33195903,2023.65531193,0.04,1.0,54.8988623211,390.849052806,393.630625131,0.992933546966,0.125999927521,849.524130516,172.654061507,54.8988623211,-463884.952797,-317696.800109,-80141.4238488,-276469.444615,798.00659178,835.440129622,842.963492473
