x_start,y_start,x_end,y_end,average-velocity,20-perc-velocity,50-perc-velocity,80-perc-velocity,median-velocity-last5,median-velocity-last3,mid-stroke-area-covered,mid-stroke-pressure,mean-resultant-length,direct-end-to-end-distance,length-of-trajectory,ratio-end-to-end-dist-and-length-of-trajectory,stroke-duration,max-perp-distance,direction-of-end-to-end-line,average-direction,20-perc-accel,50-perc-accel,80-perc-accel,median-accel-first5,20-perc-perp-distance,50-perc-perp-distance,80-perc-perp-distance
282.60748,757.40826,354.50763,751.41296,611.362644615,95.8928388614,573.794355867,771.642889197,573.794355867,386.720685439,0.14509805,0.14509805,11.9244714115,72.1496721553,73.1642773886,0.98613250524,0.101000070572,4995.56515661,-4.76650714875,-11.9244714115,-183215.938697,-36107.3847286,-5419.49592722,-32981.5191819,4944.87984287,4964.52389289,4988.45321389
513.2871,717.4395,333.53677,773.3958,1542.47876084,193.180724572,1706.93009217,2517.55266818,1625.41782906,193.180724572,0.1764706,0.1764706,166.268227166,188.258568583,190.147409879,0.990066436888,0.128000020981,843.559778333,162.708628222,166.268227166,-193148.67361,-98662.3159334,-75625.7567179,-89514.0949927,826.669901872,838.690158481,840.796103693
200.72122,812.36536,305.3691,782.67126,810.941534622,193.148736713,753.775996026,1627.52819482,1564.01208769,1627.52819482,0.14901961,0.14901961,12.4497236158,108.779218435,109.14440692,0.996654079711,0.128000259399,4561.75024075,-15.8414244983,-12.4497236158,-100038.35444,-27680.3404067,-10906.6110383,-13067.5771896,4400.8064832,4536.98840234,4560.90665255
436.39392,737.4239,345.5643,759.8287,702.843557783,394.616075903,667.014131773,957.119822251,667.014131773,523.816867168,0.15686275,0.15686275,167.708780982,93.5520974238,94.4565701385,0.99042445948,0.114999771118,2444.96087916,166.14355312,167.708780982,-88724.5465063,-49738.9402428,-23996.4406303,-37713.9069603,2421.09076805,2439.16881691,2444.96087916
273.61996,710.44495,370.48544,683.46606,709.69173005,267.800579859,711.284501881,1103.26652884,1103.26652884,267.800579859,0.1254902,0.1254902,34.6336138006,100.552382972,105.714792331,0.951166631979,0.128999710083,3091.19365082,-15.5635375178,-34.6336138006,-91672.2605149,-44556.5385519,-17256.7380328,-17256.7380328,2973.67481075,3040.41240312,3081.40144263
406.43552,702.45123,309.07074,709.9453,1082.4007513,615.586329597,795.644209727,1703.34755238,795.644209727,1252.7462557,0.16862746,0.16862746,9.94406473539,97.652759662,121.464218376,0.803963183294,0.0909998416901,2214.16829297,175.598678788,-9.94406473539,-124505.316077,-98942.9994578,-35415.9095275,-48024.3147795,2152.06372834,2169.29757175,2186.97110252
455.36755,651.491,318.55756,701.45197,1640.6574844,1099.46350886,1317.25933552,1673.2436499,1317.25933552,1405.78788803,0.1764706,0.1764706,72.8725772786,145.647079913,190.230620577,0.765634257363,0.105000019073,960.194077876,159.938559724,72.8725772786,-111013.820268,-81019.196633,-67311.5661241,-76386.5623245,943.86475347,944.551586259,949.576137895
491.31763,551.5691,369.98822,588.7398,1086.88942032,913.508492649,1191.96988451,1447.51241861,1191.96988451,1191.96988451,0.1764706,0.1764706,162.488232605,126.895573876,127.310418493,0.996741471583,0.103000164032,280.923648056,162.96693491,162.488232605,-91582.6794665,-83954.8259113,-55512.6777303,-80665.4437503,271.034284119,276.965536726,279.540391472
422.41333,638.50116,598.16925,619.516,1958.69518703,1736.31587322,1834.09592131,1908.85865597,1834.09592131,1834.09592131,0.07058824,0.07058824,5.77841461427,176.778334971,179.925840075,0.982506653283,0.076000213623,771.671410934,-6.1651869234,-5.77841461427,-267807.218394,-110548.177229,-97822.2629994,-110548.177229,757.275308153,759.368643344,767.453526197
523.27325,673.4739,314.5631,666.4793,1907.95939856,987.059716707,1789.79789205,3293.15067984,2026.26525921,987.059716707,0.12941177,0.12941177,37.1398601309,208.827323744,209.650704995,0.996072604427,0.0929996967316,479.37033467,-178.080538384,37.1398601309,-273440.244365,-206174.102543,-103256.211745,-115840.872061,470.343467707,471.083884247,479.37033467
